budget,budget_new,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,revenue_new,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre_1,genre_2,genre_3,prim_genre,secon_genre,tert_genre,actor_1,actor_2,actor_3,director,release_year,genre_bin,,,
3500000,3500000,"[{""id"": 18, ""name"": ""Drama""}]",,27029,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 440, ""name"": ""missionary""}, {""id"": 745, ""name"": ""nun""}, {""id"": 1690, ""name"": ""belgium""}, {""id"": 10482, ""name"": ""sanitarium""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 159845, ""name"": ""tuberculosis""}, {""id"": 160800, ""name"": ""congo""}, {""id"": 165470, ""name"": ""convent""}, {""id"": 172399, ""name"": ""thinness""}, {""id"": 198780, ""name"": ""obedience""}]",en,The Nun's Story,Gabrielle Van Der Mal gave up everything to become a nun. But her faith and her vows are forever being tested: first in the missionary Congo hospital where she assists the brilliant and handsome Dr. Fortunati and then at the mother house in France when World War II has broken out and the nuns are forbidden by the order to take sides.,3.281509,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-06-1959,12800000,12800000,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Her Faith Remained Strong and True in the Face of Africa's Terrors!,The Nun's Story,7.4,46,Drama,NA,NA,1,#N/A,,Audrey Hepburn,NA,NA,Fred Zinnemann,1959,0,,,
3500000,3500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,11363,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 1595, ""name"": ""ex-girlfriend""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 5628, ""name"": ""broker""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 13027, ""name"": ""wedding""}]",en,She's the One,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",8.406025,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26-08-1996,9482579,9482579,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,A romantic comedy about two brothers... and the one thing that came between them.,She's the One,5.7,70,Comedy,Romance,NA,0,#N/A,,NA,NA,Cameron Diaz,Edward Burns,1996,1,,,
3500000,3500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,14256,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 33775, ""name"": ""book editor""}]",en,Winter Passing,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.",3.643608,"[{""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Stratus Film Co."", ""id"": 11027}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07-02-2006,113783,113783,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes you go looking for something you want. . . and find what you need.,Winter Passing,6.7,28,Comedy,Drama,NA,0,1,,Zooey Deschanel,NA,NA,Adam Rapp,2006,1,,,
3500000,3500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,34769,"[{""id"": 853, ""name"": ""crime fighter""}, {""id"": 6262, ""name"": ""delusion""}, {""id"": 9715, ""name"": ""superhero""}]",en,Defendor,"A crooked cop, a mob boss and the young girl they abuse are the denizens of a city's criminal underworld. It's a world that ordinary Arthur Poppington doesn't understand and doesn't belong in, but is committed to fighting when he changes into a vigilante super-hero of his own making, Defendor. With no power other than courage Defendor takes to the streets to protect the city's innocents.",8.45342,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Darius Films"", ""id"": 5486}, {""name"": ""Insight Film Releasing"", ""id"": 64753}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12-09-2009,44462,44462,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An unexpected hero will rise.,Defendor,6.5,195,Drama,Action,Comedy,1,3,,NA,Kat Dennings,NA,Peter Stebbings,2009,0,,,
3400000,3400000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,12535,"[{""id"": 2456, ""name"": ""industrialist""}, {""id"": 2567, ""name"": ""vertigo""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 4079, ""name"": ""lighthouse""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 155440, ""name"": ""hitchcockian""}]",en,High Anxiety,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, ""high anxiety,"" in order to clear his name.",5.690619,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Crossbow Productions"", ""id"": 1296}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12-1977,31063038,31063038,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,The Master of Comedy takes on The Master of Suspense!,High Anxiety,6.5,84,Comedy,Music,NA,0,#N/A,,NA,Madeline Kahn,Cloris Leachman,Mel Brooks,1977,1,,,
3300000,3300000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",http://cidadededeus.globo.com/,598,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 983, ""name"": ""brazilian""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 2394, ""name"": ""ghetto""}, {""id"": 2987, ""name"": ""gang war""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208289, ""name"": ""1980s""}]",pt,Cidade de Deus,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiroâ€™s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, BuscapÃ©. BuscapÃ© was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",44.356711,"[{""name"": ""O2 Filmes"", ""id"": 345}, {""name"": ""VideoFilmes"", ""id"": 346}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Globo filmes"", ""id"": 10954}, {""name"": ""Lumiere"", ""id"": 11444}, {""name"": ""Hank Levine Film"", ""id"": 11445}, {""name"": ""Lereby Productions"", ""id"": 11446}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",05-02-2002,30641770,30641770,130,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,"If you run you're dead... if you stay, you're dead again. Period.",City of God,8.1,1814,Drama,Crime,NA,1,#N/A,,Alexandre Rodrigues,Leandro Firmino,Phellipe Haagensen,NA,2002,0,,,
3300000,3300000,"[{""id"": 18, ""name"": ""Drama""}]",http://sonyclassics.com/whiplash/,244786,"[{""id"": 1416, ""name"": ""jazz""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1640, ""name"": ""conservatory""}, {""id"": 2176, ""name"": ""music teacher""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33896, ""name"": ""montage""}, {""id"": 156823, ""name"": ""drummer""}, {""id"": 170418, ""name"": ""public humiliation""}, {""id"": 176095, ""name"": ""jazz band""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 207739, ""name"": ""music school""}]",en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",192.528841,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Right of Way Films"", ""id"": 32157}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10-10-2014,13092000,13092000,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The road to greatness can take you to the edge.,Whiplash,8.3,4254,Drama,NA,NA,1,#N/A,,NA,NA,Melissa Benoist,Damien Chazelle,2014,0,,,
3300000,3300000,"[{""id"": 35, ""name"": ""Comedy""}]",,301748,"[{""id"": 622, ""name"": ""bet""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 34214, ""name"": ""gender""}, {""id"": 163096, ""name"": ""battle of the sexes""}, {""id"": 208450, ""name"": ""life competition""}]",en,Opposite Sex,"A Bet's A Bet tells the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser. After all, ""A Bet's a Bet!""",2.964785,"[{""name"": ""Magna Global Entertainment"", ""id"": 29646}, {""name"": ""Verdi Productions"", ""id"": 37765}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08-11-2014,45000,45000,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A battle of the sexes, winner takes all.",The Opposite Sex,4.1,9,Comedy,NA,NA,0,#N/A,,Mena Suvari,NA,NA,NA,2014,1,,,
3200000,3200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",http://focusfeatures.com/beginners,55347,"[{""id"": 237, ""name"": ""gay""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 208390, ""name"": ""lgbt elderly""}]",en,Beginners,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.",11.933449,"[{""name"": ""Parts and Labor"", ""id"": 6531}, {""name"": ""Olympus Pictures"", ""id"": 7400}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-09-2010,5332926,5332926,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,This is what love feels like.,Beginners,6.8,347,Drama,Romance,Comedy,1,#N/A,,NA,NA,MÃ©lanie Laurent,Mike Mills,2010,0,,,
3180000,3180000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,1585,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 290, ""name"": ""angel""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 5570, ""name"": ""christmas tree""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 156115, ""name"": ""feel-good ending""}, {""id"": 184559, ""name"": ""guardian angel""}, {""id"": 207317, ""name"": ""christmas""}]",en,It's a Wonderful Life,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",42.868495,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}, {""name"": ""Liberty Films (II)"", ""id"": 11770}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-12-1946,9644124,9644124,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8,1076,Drama,Family,Fantasy,1,#N/A,,NA,Donna Reed,NA,Frank Capra,1946,0,,,
3.00E+06,3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,284,"[{""id"": 242, ""name"": ""new york""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1438, ""name"": ""office""}, {""id"": 1439, ""name"": ""flat""}, {""id"": 1440, ""name"": ""spaghetti""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1443, ""name"": ""clerk""}, {""id"": 1487, ""name"": ""tennis racket""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 34094, ""name"": ""extramarital affair""}]",en,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",22.889294,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""The Mirisch Company"", ""id"": 11241}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-06-1960,2.50E+07,25000000,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",The Apartment,8.1,483,Comedy,Drama,Romance,0,1,,NA,Shirley MacLaine,NA,Billy Wilder,1960,1,,,
3.00E+06,3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,821,"[{""id"": 934, ""name"": ""judge""}, {""id"": 1631, ""name"": ""concentration camp""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 3061, ""name"": ""national socialism""}, {""id"": 3068, ""name"": ""national socialist party""}, {""id"": 4172, ""name"": ""nuremberg trials""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 11038, ""name"": ""trial""}]",en,Judgment at Nuremberg,"In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",13.338539,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Roxlom Films"", ""id"": 526}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-12-1961,1.00E+07,10000000,186,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The event the world will never forget,Judgment at Nuremberg,7.6,155,Drama,History,NA,1,#N/A,,Spencer Tracy,Burt Lancaster,Richard Widmark,Stanley Kramer,1961,0,,,
3.00E+06,3000000,"[{""id"": 18, ""name"": ""Drama""}]",,510,"[{""id"": 30, ""name"": ""individual""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 1824, ""name"": ""self-destruction""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 2574, ""name"": ""lunatic asylum""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 6334, ""name"": ""basic rights and human rights""}, {""id"": 15106, ""name"": ""psychiatrist""}]",en,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",127.525581,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Fantasy Films"", ""id"": 286}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-11-1975,108981275,108981275,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If he's crazy, what does that make you?",One Flew Over the Cuckoo's Nest,8.2,2919,Drama,NA,NA,1,#N/A,,NA,Louise Fletcher,NA,MiloÅ¡ Forman,1975,0,,,
3.00E+06,3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",,826,"[{""id"": 233, ""name"": ""japan""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 907, ""name"": ""japanese""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3776, ""name"": ""officer""}]",en,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",23.109959,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Horizon Pictures (II)"", ""id"": 11356}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-10-1957,33300000,33300000,161,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It spans a whole new world of entertainment!,The Bridge on the River Kwai,7.7,542,Drama,History,War,1,#N/A,,William Holden,Alec Guinness,Jack Hawkins,David Lean,1957,0,,,
3.00E+06,3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",,20737,"[{""id"": 3199, ""name"": ""clown""}, {""id"": 158386, ""name"": ""golden retriever""}, {""id"": 158387, ""name"": ""dog actor""}]",en,Air Bud,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",11.241802,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-08-1997,23144499,23144499,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He Sits. He Stays. He Shoots. He Scores.,Air Bud,5.3,106,Comedy,Family,Drama,0,#N/A,,NA,Wendy Makkena,NA,Charles Martin Smith,1997,1,,,
3.00E+06,3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,11257,"[{""id"": 5091, ""name"": ""kiss""}, {""id"": 5832, ""name"": ""bed and breakfast place""}, {""id"": 8032, ""name"": ""florence""}]",en,A Room with a View,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",7.961559,"[{""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""National Film Finance Corporation (NFFC)"", ""id"": 11493}, {""name"": ""Curzon Film Distributors"", ""id"": 11494}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",13-12-1985,20966644,20966644,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,,A Room with a View,6.9,156,Drama,Romance,NA,1,#N/A,,Maggie Smith,Helena Bonham Carter,NA,James Ivory,1985,0,,,
3.00E+06,3000000,"[{""id"": 35, ""name"": ""Comedy""}]",,20337,"[{""id"": 1850, ""name"": ""daily life""}, {""id"": 3692, ""name"": ""scandal""}, {""id"": 9825, ""name"": ""growing up""}, {""id"": 15160, ""name"": ""divorce""}]",en,Martin Lawrence Live: Runteldat,"The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",0.295226,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-08-2002,19184015,19184015,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Martin Lawrence Live: Runteldat,5,1,Comedy,NA,NA,0,#N/A,,Martin Lawrence,NA,NA,NA,2002,1,,,
3.00E+06,3000000,"[{""id"": 35, ""name"": ""Comedy""}]",,7553,"[{""id"": 4956, ""name"": ""decision""}, {""id"": 40950, ""name"": ""waiter""}, {""id"": 167915, ""name"": ""hostess""}, {""id"": 167921, ""name"": ""trainee""}, {""id"": 167923, ""name"": ""gross out""}, {""id"": 167925, ""name"": ""employer employee relationship""}, {""id"": 167930, ""name"": ""speaking german""}, {""id"": 167939, ""name"": ""glass pipe""}, {""id"": 167942, ""name"": ""screaming""}]",en,Waiting...,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",10.230583,"[{""name"": ""L.I.F.T. Production"", ""id"": 1305}, {""name"": ""Eden Rock Media"", ""id"": 2273}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07-10-2005,18637690,18637690,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,What happens in the kitchen ends up on the plate.,Waiting...,6.2,237,Comedy,NA,NA,0,#N/A,,NA,Anna Faris,NA,Rob McKittrick,2005,1,,,
3.00E+06,3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.brokenlizard.com/,39939,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 2993, ""name"": ""police chief""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 8233, ""name"": ""cops""}, {""id"": 9702, ""name"": ""broken lizard""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11485, ""name"": ""drug humor""}, {""id"": 11734, ""name"": ""police corruption""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 226825, ""name"": ""shenanigans""}]",en,Super Troopers,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",16.312803,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Broken Lizard Industries"", ""id"": 2773}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-01-2001,18492362,18492362,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Super Troopers,6.6,362,Comedy,Crime,Mystery,0,#N/A,,Jay Chandrasekhar,Steve Lemme,NA,Jay Chandrasekhar,2001,1,,,
3.00E+06,3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,261,"[{""id"": 30, ""name"": ""individual""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 787, ""name"": ""mississippi""}, {""id"": 894, ""name"": ""depression""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 33457, ""name"": ""alcoholic""}]",en,Cat on a Hot Tin Roof,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",16.553594,"[{""name"": ""Avon Production"", ""id"": 100}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-02-1958,17570324,17570324,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Just one pillow on her bed ... and just one desire in her heart!,Cat on a Hot Tin Roof,7.6,165,Drama,Romance,NA,1,#N/A,,Elizabeth Taylor,NA,NA,Richard Brooks,1958,0,,,
3.00E+06,3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",,34086,"[{""id"": 9951, ""name"": ""alien""}, {""id"": 10539, ""name"": ""martian""}, {""id"": 12541, ""name"": ""misunderstanding""}, {""id"": 177349, ""name"": ""greedy developer""}]",en,Spaced Invaders,"A crew of Martians overhears a radio broadcast of Orson Welles' ""War of the Worlds"" coming from Earth, and, thinking the Martian fleet is attacking Earth, they land their broken-down ship in a backwater mid-American town. As luck would have it, they land on Halloween and get mistaken for trick-or-treaters. Comedy ensues as the Martians try to get taken seriously.",1.586598,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",27-04-1990,15369573,15369573,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Spaced Invaders,4.7,25,Comedy,Family,Science Fiction,0,#N/A,,Ariana Richards,NA,NA,Patrick Read Johnson,1990,1,,,
